ts,year,round,game_no,sport,league,market_family,n_way,market_label,home,away,date_text,odds,result
2026-08-07T03:50:37+00:00,2026,92,0322,bs,MLB,승①패,3,승①패,뉴욕양키 2,0 세인카디,08.05(수) 08:05,"1.95,3.35,2.95",홈승
2026-08-07T03:50:37+00:00,2026,92,0323,bs,MLB,핸디캡,2,H -2.5,뉴욕양키 -0.5,0 세인카디,08.05(수) 08:05,"2.60,1.33",핸디패
2026-08-07T03:50:37+00:00,2026,92,0324,bs,MLB,언더오버,2,U 8.5,뉴욕양키,세인카디,08.05(수) 08:05,"1.67,1.86",언더
2026-08-07T03:50:37+00:00,2026,92,0325,bs,MLB,홀짝,2,,뉴욕양키,세인카디,08.05(수) 08:05,"1.56,2.02",짝
2026-08-07T03:50:37+00:00,2026,92,0326,bs,MLB,승패,2,,보스레드 14,2 시카화이,08.05(수) 08:10,"1.66,1.87",홈승
2026-08-07T03:50:37+00:00,2026,92,0327,bs,MLB,승①패,3,승①패,보스레드 14,2 시카화이,08.05(수) 08:10,"2.35,3.35,2.35",홈승
2026-08-07T03:50:37+00:00,2026,92,0328,bs,MLB,핸디캡,2,H -2.5,보스레드 11.5,2 시카화이,08.05(수) 08:10,"3.23,1.21",핸디승
2026-08-07T03:50:37+00:00,2026,92,0329,bs,MLB,언더오버,2,U 8.5,보스레드,시카화이,08.05(수) 08:10,"1.85,1.68",오버
2026-08-07T03:50:37+00:00,2026,92,0330,bs,MLB,홀짝,2,,보스레드,시카화이,08.05(수) 08:10,"1.55,2.04",짝
2026-08-07T03:50:37+00:00,2026,92,0331,bs,MLB,승패,2,,애틀브레 4,2 마이말린,08.05(수) 08:15,"1.56,2.02",홈승
2026-08-07T03:50:37+00:00,2026,92,0332,bs,MLB,승①패,3,승①패,애틀브레 4,2 마이말린,08.05(수) 08:15,"2.09,3.50,2.60",홈승
2026-08-07T03:50:37+00:00,2026,92,0333,bs,MLB,핸디캡,2,H -2.5,애틀브레 1.5,2 마이말린,08.05(수) 08:15,"2.92,1.26",핸디패
2026-08-07T03:50:37+00:00,2026,92,0334,bs,MLB,언더오버,2,U 9.5,애틀브레,마이말린,08.05(수) 08:15,"1.66,1.87",언더
2026-08-07T03:50:37+00:00,2026,92,0335,bs,MLB,홀짝,2,,애틀브레,마이말린,08.05(수) 08:15,"1.56,2.02",짝
2026-08-07T03:50:37+00:00,2026,92,0336,bs,MLB,승패,2,,밀워브루 4,2 피츠파이,08.05(수) 08:40,"1.47,2.19",홈승
2026-08-07T03:50:37+00:00,2026,92,0337,bs,MLB,승①패,3,승①패,밀워브루 4,2 피츠파이,08.05(수) 08:40,"1.96,3.40,2.90",홈승
2026-08-07T03:50:37+00:00,2026,92,0338,bs,MLB,핸디캡,2,H -2.5,밀워브루 1.5,2 피츠파이,08.05(수) 08:40,"2.72,1.30",핸디패
2026-08-07T03:50:37+00:00,2026,92,0339,bs,MLB,언더오버,2,U 7.5,밀워브루,피츠파이,08.05(수) 08:40,"1.79,1.73",언더
2026-08-07T03:50:37+00:00,2026,92,0340,bs,MLB,홀짝,2,,밀워브루,피츠파이,08.05(수) 08:40,"1.55,2.04",짝
2026-08-07T03:50:37+00:00,2026,92,0341,bs,MLB,승패,2,,캔자로얄 8,2 미네트윈,08.05(수) 08:40,"2.11,1.51",홈승
2026-08-07T03:50:37+00:00,2026,92,0342,bs,MLB,승①패,3,승①패,캔자로얄 8,2 미네트윈,08.05(수) 08:40,"3.20,3.40,1.84",홈승
2026-08-07T03:50:37+00:00,2026,92,0343,bs,MLB,핸디캡,2,H +2.5,캔자로얄 10.5,2 미네트윈,08.05(수) 08:40,"1.40,2.37",핸디승
2026-08-07T03:50:37+00:00,2026,92,0344,bs,MLB,언더오버,2,U 9.5,캔자로얄,미네트윈,08.05(수) 08:40,"1.65,1.89",오버
2026-08-07T03:50:37+00:00,2026,92,0345,bs,MLB,홀짝,2,,캔자로얄,미네트윈,08.05(수) 08:40,"1.56,2.02",짝
2026-08-07T03:50:37+00:00,2026,92,0346,bs,MLB,승패,2,,텍사레인 5,4 샌프자이,08.05(수) 09:05,"1.36,2.49",홈승
2026-08-07T03:50:37+00:00,2026,92,0347,bs,MLB,승①패,3,승①패,텍사레인 5,4 샌프자이,08.05(수) 09:05,"1.81,3.40,3.30",①
